timestamp,open,high,low,close,volume
2025-08-19T18:02:00,0.05769,0.05774,0.0573,0.05741,1215301.0
2025-08-19T18:03:00,0.05741,0.05755,0.05741,0.05751,260402.0
2025-08-19T18:04:00,0.05752,0.05752,0.05744,0.05751,108589.0
2025-08-19T18:05:00,0.05749,0.05761,0.05748,0.05755,420264.0
2025-08-19T18:06:00,0.05753,0.05776,0.05753,0.05774,656497.0
2025-08-19T18:07:00,0.05774,0.05777,0.05768,0.05774,121352.0
2025-08-19T18:08:00,0.05775,0.05781,0.05774,0.05781,108995.0
2025-08-19T18:09:00,0.05781,0.05787,0.05781,0.05786,18545.0
2025-08-19T18:10:00,0.05785,0.05803,0.05774,0.05792,584274.0
2025-08-19T18:11:00,0.05792,0.05793,0.05766,0.05767,107458.0
2025-08-19T18:12:00,0.05769,0.05778,0.05769,0.05773,178310.0
2025-08-19T18:13:00,0.05772,0.05783,0.05772,0.05783,47136.0
2025-08-19T18:14:00,0.05784,0.05788,0.05771,0.05771,95134.0
2025-08-19T18:15:00,0.05771,0.05776,0.0577,0.05773,191879.0
2025-08-19T18:16:00,0.05774,0.05776,0.05755,0.05763,512042.0
2025-08-19T18:17:00,0.05764,0.05774,0.05764,0.05774,90515.0
2025-08-19T18:18:00,0.05774,0.05775,0.05761,0.05765,101306.0
2025-08-19T18:19:00,0.05765,0.05771,0.05762,0.05762,63734.0
2025-08-19T18:20:00,0.05764,0.05782,0.05764,0.05772,195207.0
2025-08-19T18:21:00,0.05773,0.05773,0.05761,0.05769,164464.0
2025-08-19T18:22:00,0.05771,0.05784,0.05771,0.05784,147720.0
2025-08-19T18:23:00,0.05783,0.05792,0.05781,0.05785,104035.0
2025-08-19T18:24:00,0.05785,0.05785,0.0578,0.05783,34630.0
2025-08-19T18:25:00,0.05782,0.05782,0.05774,0.05775,37408.0
2025-08-19T18:26:00,0.05775,0.05777,0.05772,0.05772,190009.0
2025-08-19T18:27:00,0.05775,0.05787,0.05773,0.05787,95784.0
2025-08-19T18:28:00,0.05784,0.05784,0.05768,0.05775,211663.0
2025-08-19T18:29:00,0.05774,0.05774,0.05773,0.05773,3213.0
2025-08-19T18:30:00,0.05773,0.05775,0.05763,0.05774,242309.0
2025-08-19T18:31:00,0.05775,0.05785,0.05775,0.05785,89413.0
2025-08-19T18:32:00,0.05784,0.05788,0.05774,0.05783,281859.0
2025-08-19T18:33:00,0.05782,0.05795,0.05781,0.05795,260217.0
2025-08-19T18:34:00,0.05795,0.05804,0.05794,0.05798,172724.0
2025-08-19T18:35:00,0.05801,0.05801,0.05787,0.05793,251701.0
2025-08-19T18:36:00,0.05793,0.05793,0.05774,0.05778,161204.0
2025-08-19T18:37:00,0.05775,0.05796,0.0577,0.0578,556629.0
2025-08-19T18:38:00,0.0578,0.05784,0.05779,0.0578,25137.0
2025-08-19T18:39:00,0.0578,0.05781,0.05778,0.05779,23239.0
2025-08-19T18:40:00,0.05779,0.05781,0.05774,0.05781,76306.0
2025-08-19T18:41:00,0.0578,0.05781,0.05778,0.05778,12582.0
2025-08-19T18:42:00,0.05779,0.0578,0.05775,0.05775,78553.0
2025-08-19T18:43:00,0.05777,0.05781,0.05775,0.0578,149273.0
2025-08-19T18:44:00,0.0578,0.0578,0.05776,0.05777,30113.0
2025-08-19T18:45:00,0.05778,0.05784,0.05775,0.05777,125109.0
2025-08-19T18:46:00,0.05778,0.05784,0.05778,0.05781,116913.0
2025-08-19T18:47:00,0.05781,0.05784,0.05773,0.05778,473376.0
2025-08-19T18:48:00,0.05778,0.05778,0.05772,0.05775,33323.0
2025-08-19T18:49:00,0.05776,0.05779,0.05776,0.05779,11429.0
2025-08-19T18:50:00,0.0578,0.05789,0.0578,0.05789,387780.0
2025-08-19T18:51:00,0.0579,0.058,0.0579,0.05795,134824.0
2025-08-19T18:52:00,0.05794,0.05794,0.05785,0.05785,100906.0
2025-08-19T18:53:00,0.05785,0.05797,0.05785,0.05795,125313.0
2025-08-19T18:54:00,0.05795,0.05796,0.05783,0.05787,63948.0
2025-08-19T18:55:00,0.05786,0.05786,0.05775,0.05775,59247.0
2025-08-19T18:56:00,0.05776,0.05781,0.05754,0.05761,249684.0
2025-08-19T18:57:00,0.05759,0.05761,0.05742,0.0576,425690.0
2025-08-19T18:58:00,0.05761,0.05764,0.05757,0.05757,64212.0
2025-08-19T18:59:00,0.05759,0.05772,0.05758,0.05769,125828.0
2025-08-19T19:00:00,0.0577,0.05772,0.05766,0.05769,103028.0
2025-08-19T19:01:00,0.05769,0.05769,0.05755,0.05755,185578.0
2025-08-19T19:02:00,0.05754,0.05755,0.05738,0.05747,346965.0
2025-08-19T19:03:00,0.05747,0.05747,0.05721,0.05728,379506.0
2025-08-19T19:04:00,0.05726,0.05732,0.0571,0.05716,990133.0
2025-08-19T19:05:00,0.05716,0.05718,0.0569,0.05693,841990.0
2025-08-19T19:06:00,0.05693,0.05695,0.05687,0.05689,501751.0
2025-08-19T19:07:00,0.05688,0.05699,0.05684,0.05699,398699.0
2025-08-19T19:08:00,0.05696,0.05698,0.05686,0.05695,342124.0
2025-08-19T19:09:00,0.05695,0.05695,0.05684,0.05694,478676.0
2025-08-19T19:10:00,0.0569,0.057,0.05687,0.05688,116140.0
2025-08-19T19:11:00,0.05689,0.05689,0.05681,0.05686,166967.0
2025-08-19T19:12:00,0.05686,0.0569,0.05685,0.05687,128793.0
2025-08-19T19:13:00,0.05687,0.05687,0.05675,0.05677,507406.0
2025-08-19T19:14:00,0.05679,0.05692,0.05679,0.05688,239455.0
2025-08-19T19:15:00,0.05689,0.05695,0.05687,0.05693,256276.0
2025-08-19T19:16:00,0.05692,0.05694,0.05689,0.05689,177321.0
2025-08-19T19:17:00,0.05691,0.05699,0.05687,0.05699,133160.0
2025-08-19T19:18:00,0.05698,0.05698,0.05679,0.05681,90414.0
2025-08-19T19:19:00,0.0568,0.05681,0.05676,0.05677,122654.0
2025-08-19T19:20:00,0.05677,0.05677,0.05666,0.0567,718399.0
2025-08-19T19:21:00,0.05672,0.05684,0.05669,0.05679,496555.0
2025-08-19T19:22:00,0.05679,0.05681,0.05673,0.05676,391310.0
2025-08-19T19:23:00,0.05675,0.05676,0.05666,0.05667,68852.0
2025-08-19T19:24:00,0.05666,0.05666,0.0564,0.05651,819660.0
2025-08-19T19:25:00,0.0565,0.05665,0.0565,0.05655,222739.0
2025-08-19T19:26:00,0.05655,0.05656,0.05649,0.0565,53341.0
2025-08-19T19:27:00,0.05651,0.05652,0.05645,0.05649,200677.0
2025-08-19T19:28:00,0.05649,0.05654,0.05649,0.05654,73809.0
2025-08-19T19:29:00,0.05655,0.05659,0.05648,0.05652,137964.0
2025-08-19T19:30:00,0.0565,0.0565,0.05633,0.05637,252475.0
2025-08-19T19:31:00,0.05637,0.05645,0.05633,0.05633,221309.0
2025-08-19T19:32:00,0.05633,0.0564,0.05633,0.05634,103555.0
2025-08-19T19:33:00,0.05635,0.05644,0.05635,0.05644,213411.0
2025-08-19T19:34:00,0.05644,0.0566,0.0564,0.05659,376306.0
2025-08-19T19:35:00,0.05659,0.05665,0.05648,0.05649,144993.0
2025-08-19T19:36:00,0.0565,0.05651,0.05644,0.05644,47049.0
2025-08-19T19:37:00,0.05645,0.05645,0.05637,0.05639,108016.0
2025-08-19T19:38:00,0.05641,0.05641,0.05609,0.05613,797331.0
2025-08-19T19:39:00,0.05614,0.05621,0.0561,0.05614,147866.0
2025-08-19T19:40:00,0.05615,0.05616,0.05601,0.05603,430011.0
2025-08-19T19:41:00,0.05603,0.05616,0.05603,0.05613,422016.0
2025-08-19T19:42:00,0.05613,0.05614,0.05607,0.0561,298326.0
2025-08-19T19:43:00,0.05611,0.05615,0.05606,0.05606,194627.0
2025-08-19T19:44:00,0.0561,0.05611,0.05606,0.05611,122575.0
2025-08-19T19:45:00,0.05612,0.05619,0.05608,0.05608,550355.0
2025-08-19T19:46:00,0.05609,0.05618,0.05608,0.05609,201966.0
